player_name,country,teams_played_in,kd_ratio,rating,total_kills,headshot_percentage
phr,Poland,"['Illuminar', 'AGO', 'Virtus.pro']",0.98,0.96,22492,53.4
LUCAS1,Brazil,"['Immortals', 'Luminosity', 'MIBR', 'Tempo Storm']",0.97,0.96,16073,47
Maniac,Switzerland,"['LDLC', 'Titan']",0.97,0.96,14478,39.4
nafany,Russia,"['Gambit Youngsters', 'Gambit']",0.96,0.96,14964,51.1
SmithZz,France,"['G2', 'Titan', 'VeryGames', 'Envy', 'LDLC']",0.97,0.96,19726,41.4
0i,China,"['New4', 'FIVE', 'Invictus', 'After']",0.96,0.96,8436,55.9
kaper,Poland,"['AGO', 'Kinguin', 'Wisla Krakow', 'adwokacik']",0.98,0.96,9154,44.2
Aleksib,Finland,"['OG', 'ENCE', 'HAVU']",0.98,0.96,16976,39.2
SEMINTE,Romania,"['Nexus', 'XPC']",0.96,0.96,11430,49.2
SADDYX,Finland,['SJ'],0.97,0.96,11404,47.6
maeVe,Denmark,"['Tricked', 'Escape', 'Reason']",0.98,0.96,8154,40.5
stanislaw,Canada,"['Evil Geniuses', 'OpTic', 'Complexity', 'Liquid']",0.98,0.96,21727,47.5
Kairi,Spain,"['x6tence', 'PENTA']",0.97,0.96,6763,37.7
Tommy,Singapore,['BOOT-d[S]'],0.95,0.96,6700,46
HOLMES,Serbia,"['Squared', 'BLUEJAYS']",0.96,0.96,7579,44.9
ProbLeM,Russia,"['HellRaisers', 'bankaPEPSI']",0.97,0.96,9637,48.9
w1nt3r,Kazakhstan,"['Unique', '100PG', 'Se7en', 'BOOT-d[S]']",0.98,0.96,9468,49.5
bodito,Hungary,"['Budapest Five', 'Salamander', 'Pixel', 'Sensei']",0.95,0.96,7726,46.6
xms,France,"['Envy', 'Heretics', 'LDLC']",0.95,0.96,12206,59
tiziaN,Germany,"['BIG', 'ALTERNATE aTTaX']",0.97,0.96,29167,56.1
Uber,Canada,"['Enemy', 'Complexity', 'Selfless']",0.96,0.96,6674,50.2
JazzPimp,United States,"['Gaimin Gladiators', 'Recon 5', 'ChocoCheck']",0.96,0.96,6989,54.3
nbl,Argentina,['Isurus'],0.96,0.96,10007,51.4
Walco,Canada,"['Carpe Diem', 'RBG']",0.95,0.96,8164,57.6
Snappi,Denmark,"['ENCE', 'Heroic', 'OpTic']",0.97,0.96,26614,45.6
glow,Korea,['MVP PK'],0.98,0.96,6438,51.9
Kvik,Lithuania,"['Quantum Bellator Fire', 'Winstrike']",0.95,0.96,13682,42.7
Kristou,Denmark,"['AGF', 'North']",0.95,0.96,6701,43.7
expro,China,"['Lynn Vision', 'Invictus', 'EHOME']",0.96,0.96,7454,44.7
misutaaa,France,['Vitality'],0.95,0.96,6868,54.5
MAJ3R,Turkey,"['Space Soldiers', 'Sangal']",0.97,0.96,17858,48.8
LOGAN,France,"['LDLC', 'Heretics']",0.97,0.96,10091,55.2
RZU,United States,"['Triumph', 'Bad News Bears', 'Rugratz']",0.94,0.96,7820,53.7
nosraC,United States,"['Gaimin Gladiators', 'Rebirth', 'ChocoCheck', 'Recon 5']",0.95,0.96,7686,50.3
smF,Denmark,"['CPH Wolves', 'Secret', 'LPSP']",0.97,0.96,13649,56.2
YJ,Brazil,['W7M'],0.99,0.96,8424,41.6
kinqie,Russia,"['DreamEaters', 'Hard Legion']",0.95,0.96,11130,57.1
NEO,Poland,"['HONORIS', 'Virtus.pro']",0.96,0.96,34327,37.8
tahsiN,Germany,"['Berzerk', 'PENTA', 'KILLERFISH']",0.94,0.96,10261,44.7
ponczek,Poland,['Wisla Krakow'],0.97,0.95,8543,44.5
denis,Germany,"['Sprout', 'MOUZ']",0.95,0.95,32721,44.3
maNkz,Denmark,"['ECSTATIC', 'Lyngby Vikings', 'Copenhagen Flames', 'x6tence']",0.96,0.95,11163,52.3
alexRr,Germany,"['expert', 'Planetkey', 'DIVIZON']",0.93,0.95,7438,39.8
dezon,Sweden,"['Savage', 'Galaxy Racer', 'Japaleno']",0.97,0.95,9192,52.4
dumz,Sweden,"['DenDD', 'Singularity', 'Manatee']",0.96,0.95,7889,48.4
JT,South Africa,"['Extra Salt', 'Bravado', 'ATK', 'Cloud9']",0.96,0.95,17282,48.4
friberg,Sweden,"['Dignitas', 'NIP', 'Heroic']",0.95,0.95,33114,47.3
caike,Brazil,"['g3x', 'Yeah', 'Isurus', 'TeamOne']",0.96,0.95,8518,42.6
H4RR3,Norway,"['777', 'Nordavind']",0.94,0.95,11382,50.6
TaZ,Poland,"['HONORIS', 'Virtus.pro', 'Kinguin']",0.96,0.95,36859,51.3
steel,Brazil,"['Movistar Riders', 'Luminosity', 'Immortals']",0.97,0.95,24382,40.8
devoduvek,France,"['LDLC', 'Misfits', 'Heretics']",0.95,0.95,11149,49.6
dERZKIY,Belarus,"['K29', 'ANOX']",0.95,0.95,7059,53.8
Console,Denmark,"['Tricked', 'ALTERNATE aTTaX', 'Copenhagen Flames', 'Singularity']",0.95,0.95,11948,39.5
CONNOR93,Canada,"['Ghost', ""Bee's Money Crew"", 'BlackOut', 'The Pioneers']",0.94,0.95,7738,51.7
soju_j,New Zealand,"['Legacy', 'AVANT', 'Chiefs', 'Dire Wolves']",0.96,0.95,9148,41.2
darko,Poland,['PACT'],0.95,0.95,14187,44.9
PR1mE,Denmark,['Tricked'],0.95,0.95,6980,54.9
KrizzeN,Kazakhstan,"['AVANGAR', 'Winstrike']",0.97,0.95,12720,54.9
beastik,Czech Republic,['SINNERS'],0.95,0.95,11329,55.3
Grusarn,Norway,"['777', 'Apeks']",0.93,0.95,9794,63.9
RAiLWAY,Russia,"['INDE IRAE', 'Espada']",0.93,0.95,8041,54.5
AcilioN,Denmark,"['Apeks', 'Copenhagen Flames', 'SK']",0.95,0.95,29475,43.9
flashie,Hungary,"['GameAgents', 'Orgless']",0.95,0.95,10033,41.9
strux1,Germany,"['PENTA', '3DMAX', 'Planetkey']",0.96,0.95,6648,36.3
ecfN,Germany,['ALTERNATE aTTaX'],0.94,0.95,7387,53.8
oxygeN,Bulgaria,['SKADE'],0.95,0.95,8532,59.3
Karsa,China,"['Flash', 'OneThree', 'EHOME']",0.96,0.95,7360,48.7
arvid,Finland,['SJ'],0.94,0.95,15577,44.8
Inzta,Denmark,"['Tricked', 'Singularity']",0.94,0.94,12779,43.9
Rock1nG,Bulgaria,"['SKADE', 'Outlaws', 'Bpro']",0.94,0.94,15257,55.3
uNdo,Belarus,"['Unique', 'Quantum Bellator Fire', 'Space Jam']",0.95,0.94,7217,54.3
vSa,Canada,"['Rise Nation', 'Vision', 'Ghost']",0.95,0.94,6351,42.5
Fifflaren,Sweden,['NIP'],0.99,0.94,7894,37.5
boX,Belarus,"['Nemiga', 'GoodJob']",0.94,0.94,21451,43.7
kzy,Germany,"['EURONICS', 'ALTERNATE aTTaX', 'Unicorns of Love']",0.95,0.94,16400,47.6
TOAO,Poland,"['AGO', 'Izako Boars']",0.95,0.94,18679,48
SileNt,United States,"['Swole Patrol', 'Method', 'NRG']",0.93,0.94,10751,36.1
Twixie,Finland,"['KOVA', 'HAVU']",0.95,0.94,12849,48.1
tonyblack,Russia,['Spirit'],0.95,0.94,13828,48.6
BRACE,Australia,['VERTEX'],0.94,0.94,6566,47.9
rafftu,Bulgaria,"['SKADE', 'Bpro', 'FATE']",0.94,0.94,8502,51.9
arch,Ukraine,"['Preparation', 'Spirit', 'Worst Players']",0.94,0.94,10295,49
Sidney,Poland,"['UNGENTIUM', 'AGO', 'PACT', 'Illuminar']",0.95,0.94,7423,50.1
interz,Russia,"['Gambit Youngsters', 'Gambit']",0.99,0.94,12718,50.1
EXUS,Poland,"['PRIDE', 'Izako Boars']",0.93,0.94,15251,42.7
RIZZZ,Portugal,"['OFFSET', 'Giants']",0.93,0.94,7027,52
LOMME,Denmark,"['North Academy', 'Tricked', 'No Problem!']",0.95,0.94,10221,42.5
Polly,Norway,"['LGB', 'London Conspiracy', 'Apeks']",0.93,0.94,7542,41.2
Ex6TenZ,Belgium,"['Titan', 'LDLC', 'VeryGames', 'G2']",0.96,0.94,22665,41.5
ub1que,Russia,"['EPG', 'PiTER', 'Preparation']",0.94,0.94,8319,41.8
Noisia,Australia,"['AVANT', 'Breakaway', 'Dark Sided']",0.94,0.94,9682,43.7
tutehen,Argentina,"['VELOX', 'Isurus', 'Gale Force', 'Miami Flamingos']",0.95,0.94,7331,46.1
ngiN,Turkey,"['Space Soldiers', 'Sangal']",0.96,0.94,16499,45.3
forget,China,"['5POWER', 'UYA']",0.91,0.94,7723,50.3
Shakezullah,United States,"['Bad News Bears', 'Triumph', 'Singularity', 'iNTACT']",0.96,0.94,12694,42.7
repo,Poland,"['PRIDE', 'ESC', 'AGG', 'Vexed']",0.93,0.94,8647,46.6
neaLaN,Kazakhstan,"['K23', 'Syman']",0.93,0.93,18064,55.9
DANZ,Australia,"['Kanga', 'Corvidae', 'AVANT']",0.92,0.93,6730,42.6
emi,Serbia,"['Valiance', 'Binary Dragons', 'iNation']",0.94,0.93,17763,52.2
Duplicate,Bulgaria,"['SKADE', 'FATE']",0.93,0.93,13549,51.5
hutji,Russia,['Vega Squadron'],0.92,0.93,7719,48.4
crisby,Germany,"['ALTERNATE aTTaX', 'EURONICS', 'Unicorns of Love']",0.92,0.93,20610,54.4
matty,Poland,"['EC Brugge', 'Izako Boars']",0.93,0.93,9201,40.6
mynio,Poland,"['Wisla Krakow', 'Anonymo']",0.91,0.93,13302,44.5
SkulL,Australia,"['Genuine', 'Taboo', 'Masterminds', 'Chiefs']",0.91,0.93,10266,42.5
quix,Sweden,"['Lilmix', 'Vexed', 'Publiclir.se']",0.9,0.93,16451,47.2
ztr,Sweden,"['Young Ninjas', 'NIP']",0.92,0.93,6534,51.1
kiR,Denmark,['Tricked'],0.91,0.93,9650,61.5
TACO,Brazil,"['GODSENT', 'SK', 'MIBR', 'Liquid', 'Luminosity']",0.94,0.93,21773,50.2
aVN,Serbia,"['4glory', 'lvlUP', 'BLUEJAYS', 'Juggernauts']",0.93,0.92,9305,52.9
S0tF1k,Russia,"['Spirit', 'Espada']",0.92,0.92,21364,49.2
hitMouse,Belarus,"['Nemiga', 'K29']",0.93,0.92,8785,49
arki,Spain,['SAW'],0.92,0.92,14064,52.5
Xp3,France,"['Winterfox', 'Denial', 'ELEVATE']",0.91,0.92,8326,39.7
sorrow,Kazakhstan,"['Unique', '100PG']",0.91,0.92,6548,55.3
pNshr,Bulgaria,"['Windigo', 'ex-Outlaws']",0.92,0.92,9802,43.2
MSL,Denmark,"['Dignitas', 'North']",0.9,0.92,28913,39.9
SANJI,Uzbekistan,"['Virtus.pro', 'AVANGAR', 'Syman']",0.92,0.92,12151,62.2
akez,Norway,"['777', 'Apeks']",0.9,0.92,8076,55.2
ncl,Mongolia,"['TheMongolz', 'TIGER', 'Mazaalai']",0.93,0.92,8238,49.1
Luz,Poland,"['PRIDE', 'Izako Boars']",0.92,0.92,10767,48.2
Zeus,Ukraine,['Natus Vincere'],0.92,0.92,23470,43.5
nak,Brazil,"['Sharks', 'RED Canids']",0.92,0.92,8158,44.5
arya,United States,"['Splyce', '3sUP']",0.89,0.92,7277,34.9
Dav,Serbia,"['Squared', 'ONYX']",0.9,0.92,7107,41.6
karrigan,Denmark,"['FaZe', 'MOUZ', 'TSM']",0.9,0.91,32278,42.9
pietola,Finland,['KOVA'],0.91,0.91,6256,47.1
svyat,Russia,"['Hard Legion', 'DreamEaters', 'AVE']",0.92,0.91,11975,51.9
BTN,Romania,['Nexus'],0.9,0.91,17639,53.9
xartE,Finland,"['SJ', 'HAVU', 'ENCE', 'hREDS']",0.92,0.91,18341,37.1
tecek,Poland,"['Izako Boars', 'x-kom', 'VenatoreS']",0.88,0.91,6383,38.1
LEGIJA,Germany,"['BIG', 'MOUZ', 'NRG']",0.9,0.91,14245,49.8
roman,Belarus,"['Nemiga', 'K29']",0.91,0.91,6787,55
Shara,Ukraine,"[""spray'n'pray"", 'FlipSid3']",0.9,0.91,6329,51.8
wayLander,Russia,"['FlipSid3', 'pro100', 'Winstrike']",0.89,0.91,13258,51.8
BONA,Finland,"['SJ', 'VITALIS', 'hREDS']",0.89,0.91,7931,52.1
sAw,Finland,"['HAVU', 'iGame.com', 'RCTIC']",0.91,0.9,20522,47.9
kRYSTAL,Germany,"['PENTA', 'ALTERNATE aTTaX', 'GODSENT']",0.9,0.9,29419,36.7
MiGHTYMAX,United Kingdom,['Endpoint'],0.9,0.9,18176,49.2
ben1337,United States,"['Party Astronauts', 'New England Whalers', 'High Coast']",0.89,0.9,14572,46.7
crush,Ukraine,"['pro100', 'Vega Squadron', 'HellRaisers']",0.89,0.9,11789,52.5
balblna,Russia,"['Quantum Bellator Fire', 'Winstrike']",0.89,0.9,9791,49.8
sycrone,Denmark,"['Sprout', 'North Academy', 'Tricked', 'Team123']",0.9,0.9,8771,41.1
nkl,Bulgaria,"['E-frag.net', 'GPlay', 'MK', 'Orbit']",0.91,0.9,9990,42.9
hooch,Russia,"['EPG', 'Gambit']",0.89,0.9,14410,41.8
Golden,Sweden,"['fnatic', 'fnatic Academy', 'Cloud9']",0.88,0.9,14225,53.5
lunAtic,Poland,['PACT'],0.9,0.9,14608,38.8
Adam9130,United Kingdom,"['Into the Breach', 'GamerLegion', 'Vexed']",0.87,0.9,7370,40.1
FNS,Canada,"['CLG', 'TSM']",0.89,0.89,15287,45.9
spiker,Russia,"['Monolith', 'PiTER', 'Empire', 'Rebels']",0.88,0.89,6837,42.7
JiNKZ,France,"['3DMAX', 'Heretics']",0.88,0.89,8657,53.5
MAiNLiNE,United States,"['Enemy', 'Selfless', 'eUnited', 'Method']",0.87,0.89,6904,51.7
Psycho,Ukraine,"['Run or Die', 'Project X', 'CR4ZY', 'Akuma', 'Windigo Academy']",0.88,0.89,8093,52.2
pronax,Sweden,"['fnatic', 'GODSENT']",0.89,0.89,18722,45.8
Polen,United States,['Mythic'],0.88,0.89,7017,53.3
ScrunK,Germany,"['ALTERNATE aTTaX', 'expert', 'EURONICS']",0.86,0.88,14695,46.5
Lambert,France,"['LDLC', 'EnVyUs Academy']",0.88,0.88,11962,37.1
LeX,United States,"['Mythic', 'Winterfox', 'Luminosity']",0.85,0.88,7418,44.7
torben,Denmark,['Fragsters'],0.87,0.88,8176,49.5
JD,Australia,"['madlikewizards', 'Athletico', 'TRUCKERS WITH ATTITUDE', 'Airborne', 'Noxide']",0.85,0.88,6071,47
seang@res,United States,"['Cloud9', 'Misfits', 'Echo Fox']",0.87,0.88,10904,40.2
daps,Canada,"['NRG', 'OpTic', 'Gen.G']",0.87,0.88,16274,40.2
advent,China,"['ViCi', 'VG.CyberZen']",0.88,0.88,15322,49.9
flowsicK,United States,"['Denial', 'Winterfox', 'Liquid']",0.86,0.87,6257,47.4
birdfromsky,Denmark,"['ECSTATIC', 'Lyngby Vikings']",0.86,0.87,12296,41.8
BERRY,Denmark,"['Ambush', 'OPAA']",0.85,0.87,12969,38
nawrot,Poland,"['AVEZ', 'Izako Boars']",0.85,0.87,9764,47.1
HooXi,Denmark,['Copenhagen Flames'],0.85,0.87,12188,49.7
def,Ukraine,"['pro100', 'ACG']",0.85,0.86,9243,41.8
djL,Sweden,"['Chaos', 'Japaleno', 'Red Reserve']",0.86,0.86,10263,47.3
Devilwalk,Sweden,"['fnatic', 'Epsilon']",0.85,0.86,6122,51.3
Twista,Finland,"['RCTIC', 'iGame.com', 'LGR']",0.84,0.85,5863,35.9
gob b,Germany,"['BIG', 'MOUZ', 'NRG']",0.84,0.85,14445,48.5
Slemmy,United States,"['Complexity', 'Cloud9', 'Selfless']",0.83,0.85,6638,49.6
SolEk,Switzerland,"['ALTERNATE aTTaX', 'Berzerk']",0.81,0.84,5586,49.5
PASHANOJ,Russia,"['Unique', 'ex-ETHEREAL']",0.8,0.84,9147,53.5
B1ad3,Ukraine,['FlipSid3'],0.8,0.83,13472,41.9
netrick,Denmark,"['AGF', 'unknown', 'LPSP', 'Forcebuy']",0.8,0.82,6753,48.2
HUNDEN,Denmark,"['Tricked', 'ALTERNATE aTTaX']",0.78,0.81,22470,48.7
RuFire,Russia,"['SG.pro', '5balls', 'VP.Prodigy']",0.74,0.78,5579,47.9
OCEAN,Canada,"['subtLe', 'SKDC', 'Splyce']",0.74,0.77,5530,44.3
